0,1,2,3,4,5,6,7,8,9,10,11
0.12915795,3.2084434,-1.8215764,1.3308374,-0.050008744,-1.9204948,2.0441182,2.4269037,-0.37476766,1.397113,-1.1686456,-3.1943176
2.1772017,2.060357,8.088899,6.3792686,3.185251,-6.2093096,-4.364865,-0.15375479,5.5825257,-4.2346573,2.7452674,-5.8537283
2.1715388,4.346065,5.8286037,7.334576,4.353638,-3.7440016,-2.675428,2.898058,-0.64105844,-3.9016247,7.453676,-5.830701
3.9083314,4.5355396,1.2255542,2.3653336,0.058045387,-2.6897018,1.99104,1.1567312,0.20619509,-0.3644141,1.7057363,-1.7892494
2.5326982,4.597782,5.576031,7.2291164,4.1364555,-3.6193998,-2.3800898,3.0657427,-0.98048294,-3.8647728,7.5591297,-5.677386
11.399072,-7.45443,10.025488,-9.5880785,-15.440322,1.4277618,9.44791,-16.897064,-4.53297,6.4531703,-0.5948677,9.642114
4.4016147,-7.0345726,3.8705559,0.45864266,3.4511964,1.5017625,-11.529135,3.2658708,1.8289663,-11.330679,-0.17339803,-4.8145294
11.01091,-7.1341505,9.641796,-9.354119,-15.003936,1.4544334,9.127562,-16.431635,-4.4615407,6.273533,-0.52112293,9.39584
5.9832025,5.4407744,3.5837011,3.9697113,0.22829622,-4.2293177,1.7094083,0.7043549,0.8021715,-1.9980031,3.0969155,-1.6056432
3.7481236,7.510508,-5.501309,0.4250726,-2.193016,-2.9727561,5.649374,4.9640985,-2.8186803,0.47342956,-1.3693414,-1.3698745
5.909854,6.481578,-8.018653,1.2953408,-0.27140808,-1.4210466,3.882216,10.049319,-5.8250628,-4.472502,0.95081854,0.22546157
5.3306985,6.1468716,-7.932688,1.1495315,-0.23220849,-1.3439043,3.6715093,9.751281,-5.6580267,-4.1181417,0.6403056,0.08989987
-5.8192883,-1.7249006,-10.745909,-0.9770408,1.6844968,0.042828582,-1.5697935,10.229746,-2.3730097,-0.28848672,-9.694092,-7.4630213
5.47884,0.88920164,-6.494321,0.02750592,-1.854048,-5.118807,7.36808,6.5969663,2.653553,-3.133566,-9.278543,-0.12976095
4.2126827,-7.1848764,3.623986,0.08211534,3.1585681,1.5242718,-11.331451,2.9885798,1.8614669,-11.012152,-0.6077024,-4.7286797
5.1073213,5.454959,-0.22514665,1.4715214,-1.4600939,-2.322671,3.5033307,1.5151423,-1.0849475,-0.67257035,1.3675219,-0.30016086
3.9339619,6.981181,-5.4414325,-0.13736112,-2.5661108,-2.6847103,5.5578575,4.277975,-2.8145962,0.317644,-1.4474158,-0.8903644
-5.097386,-1.9687622,3.646712,3.7987676,2.336602,-4.8712497,-7.748566,1.5633154,5.5833197,-1.8455825,-3.948373,-9.243639
0.33586437,5.4690237,-4.1764083,3.3547072,1.4356734,-1.7820969,2.3376484,7.3471704,-3.0686796,-0.4387833,1.0146092,-4.002421
5.012715,0.7670342,-6.742134,0.1758778,-1.5905373,-5.2075915,7.3455496,7.021435,2.6902447,-3.1180706,-9.541996,-0.43939206
4.8574986,4.609786,10.228083,9.01038,4.61427,-6.6181583,-4.3400645,-0.3982641,2.5603273,-4.9375916,9.021861,-6.562927
3.0452046,-6.245584,4.5055795,1.2366962,3.5011885,1.1118963,-11.307147,2.4399118,1.6921985,-10.214327,0.38772762,-5.024092
1.0459031,-4.406593,-3.5186007,-0.5458202,-0.66272247,-4.10097,-0.08525284,3.914557,6.221258,-2.9923859,-11.904663,-4.93953
-0.595307,-3.4276683,-2.3773422,0.28305882,-0.11749768,-3.8825312,-0.91464734,3.1344357,5.586509,-1.9465504,-9.794062,-5.294986
2.9183154,1.9025558,-5.560724,1.3063574,-0.7649735,-5.050091,6.414484,6.503815,2.1623514,-2.034821,-7.3772936,-1.6592991
-2.4359393,-2.634354,-4.5026665,1.0759544,0.019443452,-4.0764546,0.6175544,4.7940845,5.2086997,-0.88962734,-11.402942,-6.8619294
5.6939607,5.3602448,10.244828,9.223703,4.360183,-7.076289,-3.627569,-0.394413,2.7169495,-4.6037803,9.065523,-6.6274886
-3.886404,-1.5658194,-8.141198,0.117814526,0.3013277,-1.3992904,0.13366304,6.8849187,1.1088223,-0.02998072,-10.568497,-6.657985
3.0298429,5.876273,-4.62022,0.10946858,-1.8334904,-2.0570402,4.3426967,4.066582,-2.555372,0.03048864,-1.0143236,-1.009174
1.8038497,2.6552508,-4.5426865,2.0812156,-0.2796598,-5.3717923,5.994732,6.0898776,1.9405854,-1.3879054,-6.2632456,-2.0752485
2.663021,4.9648385,0.20520759,3.1350515,0.56636983,-1.3899479,1.7131617,3.6577437,-2.2215672,-1.03397,3.488303,-3.197329
-0.48494387,4.38022,-6.5543256,0.4187553,-1.3273588,-2.2087443,3.4705281,4.815455,-1.9045856,1.7346371,-4.312084,-3.649557
6.825322,2.824818,-5.1053853,1.2125809,0.64532715,0.19722751,0.5428074,7.960417,-4.818022,-6.926236,2.506456,1.3815693
0.8031206,-4.318883,-3.0582578,-0.37146562,-0.7560779,-4.485193,-0.17786525,3.5537734,6.572409,-2.861621,-11.983601,-4.9988446
5.2598214,6.627252,-6.29559,1.4963057,-0.45996404,-1.9772887,4.0460396,8.167921,-4.5865555,-3.2054653,0.7983755,0.17537382
