0,1,2
1.1908467,0.5777193,1.1092416
0.60497594,0.30903006,0.661201
0.84011173,0.41692454,0.8399173
0.5759735,0.29216093,0.6427542
0.7596928,0.38078162,0.7799008
0.588613,0.29614455,0.67470515
0.836527,0.40938437,0.8587971
0.242626,0.13595845,0.39269817
2.2015684,1.0394033,1.9655985
0.48759466,0.24806817,0.59930456
0.9554826,0.46798187,0.93671143
1.2525938,0.60394216,1.1538274
1.3689775,0.6537465,1.291143
0.5394947,0.27631912,0.60667944
0.85515696,0.4229732,0.85616183
0.4968425,0.25580186,0.5751506
0.28491914,0.15640421,0.41404337
0.2725721,0.15183567,0.4048164
1.0230623,0.49782735,1.0064617
1.0739553,0.5203641,1.0585341
0.8527764,0.41482347,0.8994509
0.67405176,0.33604905,0.7163205
3.9666839,1.850017,3.3141701
0.5015601,0.25580767,0.58687824
0.8414942,0.40952513,0.8770058
0.6850159,0.34002212,0.7524102
0.7108819,0.35073844,0.77773
0.25304252,0.14314756,0.38788256
3.0980582,0.6952263,2.6486285
1.4124936,0.31771427,1.3360512
0.8670995,0.19861822,0.88490033
2.6468165,0.5756643,2.315353
2.956975,0.6654265,2.547231
2.0269773,0.45306063,1.8102585
4.862696,1.0861586,4.020485
5.560888,1.195378,4.6315784
8.632846,1.8837957,7.016134
3.2607806,0.70286435,2.8006752
2.4504964,0.53423196,2.1561792
2.7002952,0.5807235,2.3721797
6.5408053,1.4517127,5.37358
3.585045,0.80242944,3.044335
3.5360236,0.7844611,3.0009236
1.3319136,0.30202615,1.2657012
4.039913,0.8682024,3.4362326
3.4417264,0.7741516,2.9196377
3.8364158,0.86233824,3.2391067
2.2864995,0.5115807,2.034021
6.840563,1.4667861,5.6608915
2.014103,0.44198203,1.8137863
0.35556212,0.084269226,0.4914078
2.436134,0.54575264,2.1317253
2.8813586,0.62103844,2.5075808
4.896361,1.0962231,4.0685916
2.2151964,0.49654436,1.9695983
2.7747757,0.6217593,2.4076204
2.3841202,0.35248825,2.0965784
