0,1,2
-0.62013537,-1.3846925,0.14479148
-0.32735077,-0.4559737,0.19291921
-0.6035177,-1.3358363,0.14806399
-1.0107638,-2.6218677,0.0803128
-0.64717144,-1.4713911,0.14047912
-0.85442233,-2.1288037,0.10641256
-0.9993123,-2.581463,0.08162275
-0.7990126,-1.9602648,0.116533995
-0.26611224,-0.27907598,0.20198868
-2.067205,-5.9883175,-0.09118414
-0.7296949,-1.7338544,0.1270118
-0.49553233,-0.98945713,0.16527477
-0.476748,-0.92896414,0.16823506
-0.45237646,-0.85092294,0.17213821
-1.3434734,-3.693198,0.027862579
-0.64963394,-1.4811467,0.14034715
-1.0379341,-2.7015753,0.07493788
-0.5809065,-1.259997,0.1512033
-1.0927554,-2.8925614,0.0683243
-0.38937503,-0.6527654,0.18273064
-0.32999635,-0.46111947,0.19202891
-0.62603474,-1.4046379,0.14399466
-0.37161362,-0.59415543,0.1853317
-1.2112348,-3.2733476,0.049545705
-0.30228,-0.37559944,0.19692117
-0.43594658,-0.7979902,0.17472431
-0.55215997,-1.1703266,0.15614109
-0.45390147,-0.86302364,0.17290658
-0.30922112,-0.38859463,0.09468599
-0.36493292,-0.6090866,0.034604743
-0.37234223,-0.6496166,0.02485463
-0.33314916,-0.4912781,0.067627706
-0.35018426,-0.5583648,0.049308933
-0.3559993,-0.5860732,0.0423007
-0.3760091,-0.67193276,0.019674733
-0.38908315,-0.7167228,0.0066672117
-0.3881175,-0.72134656,0.006382346
-0.3658994,-0.63294643,0.030416355
-0.30702525,-0.3883494,0.09572787
-0.3303695,-0.48601568,0.069724225
-0.33147764,-0.4885285,0.06882326
-0.37449387,-0.658549,0.022468776
-0.4065699,-0.8049937,-0.0151845515
-0.33628657,-0.5123245,0.06288914
-0.35069185,-0.5629347,0.04835937
-0.3615458,-0.6063968,0.036574833
-0.32351613,-0.4540751,0.0778715
-0.35836086,-0.5976047,0.0394108
-0.37218994,-0.6469555,0.025342092
-0.3655466,-0.6286404,0.03125374
-0.32235336,-0.44995415,0.07904993
-0.35208687,-0.56677204,0.04711934
-0.37074882,-0.6422835,0.026734248
-0.4111532,-0.81405455,-0.018701687
-0.30017588,-0.36474198,0.10256475
-0.3574369,-0.5999633,0.039462604
-0.3029874,-0.7046336,-0.058729634
-0.29275978,-0.62064815,-0.027101114
-0.35813612,-1.2855709,-0.27167675
-0.2946068,-0.63343465,-0.03202483
-0.29430705,-0.6113618,-0.0246052
-0.3003643,-0.6757973,-0.04820223
-0.26565057,-0.3177444,0.08331538
-0.29333043,-0.61817306,-0.02649504
-0.32840738,-0.9932244,-0.16377607
-0.29954368,-0.6509689,-0.039675593
-0.42948508,-2.0337381,-0.5460448
-0.30427942,-0.724286,-0.06571895
-0.31592953,-0.8324409,-0.10588099
-0.50465155,-2.8262293,-0.8365144
-0.2679586,-0.36063957,0.06825133
-0.38177377,-1.5152428,-0.35655078
-0.3125953,-0.77626806,-0.08603752
-0.27127266,-0.39600158,0.055305146
-0.59746087,-3.789348,-1.190069
-0.42155063,-1.9108582,-0.502397
-0.29154068,-0.58765006,-0.015720785
-0.27596164,-0.41463196,0.047384188
-0.28657156,-0.5333472,0.0041148663
-0.30739218,-0.75080854,-0.07566342
-0.2976266,-0.6524427,-0.03944677
-0.33938548,-1.0857606,-0.19851607
-0.2960872,-0.62920225,-0.031177104
-0.46100205,-2.391001,-0.6761057
-0.25686985,-0.6648135,-0.045432
-0.25317836,-0.6345415,-0.033162504
-0.25008887,-0.49080107,0.019899555
-0.24869834,-0.4056313,0.051181734
-0.29286066,-3.5624397,-1.1056337
-0.25886187,-0.87091756,-0.12063824
-0.25328186,-0.5213268,0.0077177733
-0.25221846,-0.4449254,0.035713203
-0.256725,-0.81697345,-0.10037282
-0.26980823,-2.039341,-0.54686457
-0.25204563,-0.7115669,-0.060592994
-0.2670908,-1.3076885,-0.28145587
-0.25579548,-0.76356924,-0.08073716
-0.24829598,-0.4851689,0.022580452
-0.24857834,-0.25506386,0.10564234
-0.24776036,-0.39413825,0.055673137
-0.25410315,-0.5993104,-0.02076231
-0.27748483,-1.816466,-0.4690773
-0.2558174,-0.7391676,-0.07192589
-0.25308043,-0.6433778,-0.036320835
-0.25670096,-0.94714904,-0.14741166
-0.2629168,-1.2502145,-0.25918156
-0.26224115,-1.2498598,-0.25881016
-0.24799736,-0.31074977,0.08572571
-0.25043178,-0.37828192,0.060442284
-0.25386274,-0.53887904,0.0011650622
-0.25794983,-0.8392762,-0.10887425
-0.25172704,-0.40306872,0.05101773
-0.23576266,-0.83869076,-0.117464975
-0.23133825,-1.4774265,-0.36012834
-0.22794004,-1.5758657,-0.39658237
-0.22335012,-1.6827433,-0.43584824
-0.23993018,-0.39856848,0.049353793
-0.23159814,-0.9182832,-0.1464471
-0.23700891,-0.55682015,-0.010133505
-0.20399214,-2.8370569,-0.8704362
-0.24018756,-0.42481512,0.039229713
-0.21422175,-1.9808004,-0.5466283
-0.23806345,-0.47842482,0.019472018
-0.23844814,-0.45047107,0.030025557
-0.24225667,-0.26374343,0.10009137
-0.2270539,-1.1658782,-0.23952796
-0.22080633,-1.4941998,-0.3628801
