0,1,2,3,4,5,6,7,8,9,10,11
3.3742492,1.114527,-3.754899,2.0003474,-3.8442307,-2.2493896,3.1512287,-5.6249437,-5.5265493,-0.37223125,-0.5345305,2.8387835
11.259344,3.9090984,-12.592907,6.5035825,-12.831734,-7.8091793,10.886312,-19.454891,-18.74907,-1.0209795,-1.6520084,9.865999
6.526955,2.2683516,-7.279325,3.7649298,-7.4722166,-4.5269237,6.3397884,-11.219617,-10.989982,-0.69892585,-0.99758214,5.859607
4.526513,1.5095854,-5.0090504,2.653648,-5.137769,-3.0908644,4.2935886,-7.6705794,-7.455658,-0.44796973,-0.73595697,3.9599562
14.919613,5.177793,-16.880608,8.72803,-17.003456,-10.490513,14.528608,-26.063017,-24.807316,-1.2067014,-2.0346754,13.124921
6.100257,2.0270379,-6.974084,3.6804595,-6.963408,-4.2760606,5.8488464,-10.545955,-9.928428,-0.51367563,-0.79696995,5.193793
11.977739,4.136294,-13.560933,7.0188117,-13.691605,-8.379538,11.634424,-20.879087,-20.021137,-1.0658623,-1.7356908,10.601459
17.552868,6.1798916,-19.8259,10.129336,-19.780481,-12.264156,17.181923,-30.674807,-29.344421,-1.3544908,-2.3209698,15.6999855
5.928481,1.9744487,-6.638693,3.5043793,-6.7440376,-4.085322,5.6615834,-10.106014,-9.631025,-0.5251409,-0.8317836,5.011476
7.6885014,2.6409729,-8.620046,4.476397,-8.752996,-5.3008018,7.4509954,-13.233721,-12.719665,-0.7069404,-1.1350592,6.689115
6.190361,2.0877194,-6.9485035,3.6291099,-7.044481,-4.240152,5.9133043,-10.619064,-10.189479,-0.5782458,-0.9307586,5.3491015
3.533003,1.0910563,-3.9403687,2.0899105,-4.0414777,-2.443243,3.3348787,-5.9312654,-5.6573706,-0.30620033,-0.49151886,2.9754531
7.8921795,2.7437108,-8.84126,4.605561,-9.022669,-5.479584,7.595208,-13.552644,-13.114635,-0.7421554,-1.1720079,6.953413
13.462715,4.671554,-15.252556,7.997681,-15.086172,-9.538048,13.093232,-23.537697,-22.085915,-1.0033036,-1.6286081,11.737614
24.070145,8.461089,-27.069544,13.929187,-27.25075,-16.890749,23.484802,-42.035637,-40.232014,-2.0932372,-3.3388176,21.332361
9.915852,3.4444249,-11.105108,5.7602363,-11.296198,-6.9337893,9.567194,-17.053886,-16.502983,-0.95102197,-1.4022869,8.740106
5.482444,1.7613914,-6.1960335,3.2465253,-6.2433977,-3.8375247,5.229027,-9.3650465,-8.913217,-0.49657542,-0.7758134,4.6603823
4.6774273,1.5272572,-5.2612267,2.7268996,-5.374007,-3.1927264,4.4648733,-7.9787245,-7.6308694,-0.4458205,-0.7021367,3.9606855
0.39972097,0.09692659,-0.44703665,0.33382413,-0.5218952,-0.23549083,0.32307374,-0.5417493,-0.66816145,-0.16997719,-0.12020516,0.3464982
16.090616,5.653687,-18.178148,9.421386,-17.936758,-11.361363,15.701848,-28.119556,-26.533554,-1.2492068,-1.9583694,14.1349945
32.42053,11.355105,-36.76304,19.036125,-36.666428,-22.857477,31.570122,-56.873253,-53.769135,-2.6623507,-4.253147,28.315096
8.494889,2.8899755,-9.657027,5.094498,-9.686045,-6.0009694,8.194332,-14.781063,-13.872394,-0.7501112,-1.1028612,7.217181
13.701633,4.8019056,-15.450797,8.12813,-15.283066,-9.63351,13.270451,-23.86922,-22.432568,-1.0651164,-1.6852018,11.893297
15.664698,5.409819,-17.71393,9.225395,-17.424204,-11.069654,15.235461,-27.326721,-25.60821,-1.1627486,-1.8506334,13.58753
