0,1,2
-2.9331894,12.318856,-7.292566
-1.4210261,5.885257,-3.53033
-1.1910741,4.9544744,-3.0098264
-4.527322,18.356283,-10.86034
-1.9148873,7.9574738,-4.7561736
-1.3240018,5.6208344,-3.3888142
-5.0028934,20.660511,-12.212758
-1.1551657,4.821472,-2.9262674
-1.940669,8.472976,-5.032187
-1.8893725,7.896306,-4.7181287
-2.1798632,8.870249,-5.282418
-4.4963937,18.498796,-10.923002
-4.4105616,18.070614,-10.685309
-1.0338055,4.180937,-2.557133
-15.1462555,61.845634,-36.299202
-3.1485379,13.061509,-7.7612405
-1.5784583,6.60937,-3.9715846
-2.303956,9.430293,-5.625859
-2.5915232,10.60173,-6.3082557
-1.3789562,5.938155,-3.5487077
-2.1453805,9.291551,-5.5168037
-1.0743424,4.5157366,-2.7561
-1.2825009,5.2733736,-3.1854556
-3.3961487,14.003432,-8.285771
-1.7774101,7.232912,-4.347107
-2.9822457,12.016263,-7.147076
-2.099973,8.62287,-5.159662
-2.391845,10.291156,-6.091935
-4.7803345,19.597645,-13.453478
-7.5253005,30.835533,-21.070889
-2.4517746,10.068899,-6.951633
-8.710791,35.703228,-24.34992
-3.326284,14.122101,-9.623837
-11.481393,47.26539,-32.145435
-9.052716,36.862022,-25.163729
-11.455558,46.775208,-31.902813
-4.4174733,18.457924,-12.596539
-7.6350865,31.130194,-21.27597
-2.5327396,10.430717,-7.183087
-8.945334,37.075024,-25.24627
-10.717168,43.4776,-29.710838
-7.186609,29.483587,-20.125494
-5.1228814,21.157648,-14.452618
-3.59371,14.713298,-10.100598
-7.5835843,30.833323,-21.090488
-5.4131804,22.752209,-15.477039
-15.943911,65.64648,-44.641987
-6.746409,27.654636,-18.913363
-6.4495263,26.25755,-17.961933
-2.508996,10.223423,-7.079989
-9.012595,37.05744,-25.24793
-3.4349418,14.19401,-9.742264
-7.357676,31.031208,-21.079247
-3.512747,14.285498,-9.843992
-2.7199123,11.078945,-7.6404605
-3.6420803,14.855798,-10.202124
-12.97927,53.02718,-37.31431
-13.918223,58.724216,-41.016705
-16.278475,67.21456,-47.12993
-11.143605,46.544876,-32.59042
-4.241778,17.365147,-12.276714
-7.0151424,29.05434,-20.402512
-9.273365,38.245117,-26.892782
-6.6306133,27.136566,-19.144444
-10.067855,41.708347,-29.274897
-5.923836,24.310284,-17.150406
-20.9722,86.4554,-60.571854
-9.915229,41.395237,-28.994976
-7.231015,30.264439,-21.224123
-4.390948,18.076069,-12.752118
-3.4039872,14.201541,-9.995694
-11.961723,49.428112,-34.67604
-8.150496,34.17528,-23.954596
-8.693416,36.431828,-25.514376
-14.9471,61.571003,-43.18397
-9.896321,40.94536,-28.723936
-3.7867246,15.46682,-10.95266
-5.909802,24.883312,-17.441319
-8.548461,35.19737,-24.747814
-5.442564,22.884453,-16.044855
