0,1,2
-2.2973864,-2.2359524,-2.6617267
-1.4032564,-1.4573969,-1.7630353
-1.920253,-1.9088552,-2.289013
0.52517813,0.123472795,-0.3283962
-1.2739453,-1.3114141,-1.716176
0.5210842,0.1212609,-0.32037807
0.5268541,0.1259091,-0.3115519
0.70202225,0.24869879,-0.27846214
0.7117466,0.2536975,-0.26882118
0.23543115,-0.07538436,-0.3866421
0.35386828,0.00525558,-0.34528112
0.5731368,0.15832584,-0.29334468
0.20559694,-0.099224016,-0.4249589
0.6997166,0.24563791,-0.27071267
0.68088216,0.23390661,-0.3424319
0.57233715,0.15645467,-0.30853903
0.39919195,0.034020126,-0.33558068
0.46819133,0.08443116,-0.33325174
-0.2204522,-0.3936959,-0.6904272
-2.4725435,-2.4006484,-2.8147924
-0.19051681,-0.38698822,-0.5833796
-2.2996652,-2.2021775,-2.7430177
-1.6280378,-1.6444187,-2.0142217
-0.7827098,-0.8986517,-1.202512
-1.3946828,-1.4315455,-1.8081774
-0.6415728,-0.7507243,-1.1623899
0.3972848,0.03409578,-0.33463788
-0.8365837,-0.9327669,-1.3163084
0.39638546,0.03919567,-0.3949221
-1.6516563,-1.6526546,-2.0630279
-3.0931225,-2.927724,-3.4567993
0.8191427,0.32830322,-0.25418314
0.6065946,0.18104635,-0.29260454
-2.2634645,-2.2005498,-2.634174
-0.50634754,-0.6416178,-0.9960822
-2.6226885,-2.501055,-3.0277462
-1.1351212,-1.2110994,-1.5295588
0.075284734,-0.19178763,-0.4566958
0.096599296,-0.17454924,-0.4341363
0.85460067,0.35438406,-0.24734822
-1.2918699,-1.3582058,-1.6518875
-1.5884757,-1.6195784,-1.9549079
-1.500833,-1.5332673,-1.8833355
-2.0724404,-2.0158691,-2.4954133
-2.0991607,-2.0570805,-2.4776292
0.981611,0.4433897,-0.23270132
-3.4504824,-3.2588503,-3.7679522
-2.6941981,-2.5515077,-3.1269803
0.3624276,0.009430617,-0.35029304
-0.720708,-0.8345857,-1.1489546
-1.8947185,-1.862186,-2.3198707
0.10195656,-0.17211363,-0.451191
0.6002826,0.17553334,-0.29630798
-1.2631162,-1.3202807,-1.6596044
0.27572677,-0.049333543,-0.38288265
0.68900317,0.23935826,-0.28696173
-1.6119317,-1.6461385,-1.9555303
0.46735984,0.08509551,-0.32833734
-0.31279737,-0.49861532,-0.711728
-0.7845085,-0.9109214,-1.1651043
-2.4610162,-2.3827932,-2.814858
-1.5680577,-1.5883806,-1.9650638
-0.45126972,-0.6117057,-0.85431886
0.5121799,0.1157196,-0.3209834
-1.0136485,-1.092484,-1.4333732
-0.21506895,-0.41395795,-0.5990843
-0.98788005,-1.0985805,-1.343599
-1.2904329,-1.3407016,-1.6945238
0.31904736,-0.020931035,-0.36954868
-1.5190426,-1.5421052,-1.9233439
-1.3831666,-1.3873205,-1.8612993
-1.1801934,-1.259198,-1.5492623
-0.88016444,-0.97907925,-1.285923
-0.42768207,-0.5908363,-0.82945967
-0.93386036,-1.0135224,-1.3943019
-0.37220028,-0.5497639,-0.7820849
-1.7508799,-1.7604724,-2.1138673
0.32962355,-0.015808761,-0.38484743
-1.6591401,-1.6649945,-2.0610719
0.3430833,-0.005326584,-0.34523785
-1.3070078,-1.3754107,-1.6713585
0.5477574,0.13677654,-0.31167
0.07648267,-0.1871452,-0.596836
0.4724226,0.085152745,-0.32594943
0.7533702,0.27867922,-0.25723198
-1.9516106,-1.9387671,-2.3095202
-1.2813166,-1.3047923,-1.7480924
-2.0156963,-1.9998266,-2.3518577
0.80241716,0.31306437,-0.25391874
-0.9217232,-0.9915023,-1.4294983
0.84925956,0.345543,-0.24412894
-1.891269,-1.8412235,-2.349218
-1.1668056,-1.2091792,-1.6559898
0.9569084,0.42045477,-0.21961218
-1.6164948,-1.5996169,-2.0805638
-0.77533376,-0.90572464,-1.1476592
0.0026384704,-0.241273,-0.46439767
-1.6029958,-1.6343526,-1.9702587
-1.2537714,-1.3158259,-1.6421968
-1.7011395,-1.7036935,-2.1007447
-2.074085,-2.0315993,-2.4589257
0.19729939,-0.10579035,-0.39668882
-0.52861583,-0.66492295,-1.0113968
-1.0029478,-1.0938543,-1.4056822
-2.1225336,-2.0702891,-2.5225444
-1.6113813,-1.6367086,-1.9794717
0.36724052,0.012638748,-0.3555845
-2.029158,-1.9926001,-2.4258394
0.56534356,0.14817318,-0.29391006
-1.1691616,-1.2491423,-1.5482137
-0.50775033,-0.6794792,-0.8705593
-1.3885603,-1.4085408,-1.8650314
-0.34444782,-0.51644766,-0.75025284
-2.4362679,-2.3480918,-2.8271523
-1.2281092,-1.3028648,-1.5943166
-1.3692011,-1.4102814,-1.7644128
0.17581451,-0.11962804,-0.40783936
-1.9281156,-1.8915913,-2.3370261
1.0008059,0.44988587,-0.21383536
-2.2099926,-2.1670852,-2.5609255
0.71700215,0.25385112,-0.27134836
-1.3805742,-1.419636,-1.783288
-1.5716134,-1.5957336,-1.9594264
-0.54040736,-0.6672785,-1.0489438
-2.3549948,-2.273922,-2.749631
-1.4930978,-1.5175018,-1.896152
-1.307763,-1.3405104,-1.7534252
-0.5838331,-0.72735417,-0.9848708
0.6589917,0.21073827,-0.28641236
-1.6867573,-1.687833,-2.0908952
-0.55510163,-0.6904342,-1.0118928
-0.7178643,-0.83151686,-1.1429707
-1.0461203,-1.1253744,-1.4655818
-0.8169519,-0.9396825,-1.1927955
-1.0631762,-1.152841,-1.4402663
0.24923053,-0.08565009,-0.46073496
0.21787825,-0.093501106,-0.42633903
-0.91466093,-1.0257636,-1.2876244
0.1052067,-0.17252392,-0.45682472
-1.3298129,-1.389468,-1.7090899
-0.776029,-0.8957367,-1.1655784
0.27872348,-0.050322622,-0.3810179
-0.26116493,-0.41009006,-0.8747008
-0.7186638,-0.832059,-1.1631991
-1.5250744,-1.5357348,-1.9562458
-2.3139853,-2.2374678,-2.7103822
-2.1369507,-2.0772495,-2.5439181
-0.89203954,-0.96925914,-1.407806
0.8302543,0.329478,-0.25099438
-1.2018504,-1.2563049,-1.621961
-1.0943414,-1.1426035,-1.596085
-0.3575608,-0.53388107,-0.7488854
-1.63067,-1.6529335,-2.0094807
0.716172,0.25057274,-0.27245155
-1.0209552,-1.1156113,-1.408461
-2.1534588,-2.0905151,-2.5720859
-1.1326526,-1.2033013,-1.5439059
-1.0501504,-1.1282465,-1.4710448
-2.055293,-2.020315,-2.4373975
-1.5171138,-1.5399122,-1.9176558
-0.055601,-0.285726,-0.5350879
0.5271485,0.11925185,-0.30869222
0.47142017,0.08233032,-0.3210743
0.78053606,0.29487726,-0.25641903
-1.0767338,-1.1669585,-1.4587166
-1.4281079,-1.4798418,-1.7977818
-0.052678317,-0.27379185,-0.5867417
-1.4603592,-1.4804195,-1.887614
-2.0696754,-2.0305033,-2.454662
-2.238174,-2.1809103,-2.6118767
0.7222791,0.25715214,-0.28471482
0.4949795,0.09837139,-0.32014394
0.86909354,0.35509488,-0.24079633
0.47658217,0.08492723,-0.3200489
0.48014528,0.08891091,-0.33753484
-1.5377412,-1.5310335,-1.9975927
0.4431413,0.06269786,-0.33588642
-2.3789442,-2.2721593,-2.8250992
-0.051447324,-0.28053677,-0.50275576
-1.5639062,-1.5842811,-1.9602567
-1.0424002,-1.1077833,-1.5193315
-1.7184998,-1.7233126,-2.1029768
-1.2332,-1.2890259,-1.6384138
-2.0917468,-2.0345154,-2.4983866
-1.6028682,-1.6156794,-2.0002892
0.02911459,-0.22849178,-0.46256
0.1754475,-0.11890872,-0.41206455
-1.5810796,-1.60424,-1.9676008
-2.2132237,-2.1401377,-2.6317074
-1.8276864,-1.7776133,-2.3008087
0.994614,0.44347164,-0.22787033
-1.8652097,-1.8456584,-2.267869
-1.79149,-1.7821968,-2.1944053
-0.16456081,-0.36582217,-0.59623283
-1.9134991,-1.8650372,-2.3635974
0.037743147,-0.21484041,-0.4490034
-0.30409107,-0.45424715,-0.84259844
-1.7132148,-1.7204647,-2.0989492
0.50361305,0.105456054,-0.33539352
0.41887432,0.043458283,-0.3365846
-0.75075024,-0.876677,-1.1496621
-1.2827592,-1.3402529,-1.6783822
0.40525582,0.035389245,-0.35674164
0.75409955,0.26730597,-0.30313426
-0.92887855,-1.0156517,-1.3614727
0.7619158,0.28008893,-0.2706837
-0.9312583,-1.0311283,-1.3268958
0.8155841,0.31633574,-0.2617485
-1.0289372,-1.1359453,-1.3849458
-0.58921576,-0.72862315,-0.9916475
0.003812354,-0.2416086,-0.4710741
0.37408605,0.0084427595,-0.40189976
0.9448054,0.4058863,-0.24835381
-1.1394712,-1.2100694,-1.5402231
-1.568222,-1.592798,-1.9541966
0.6431518,0.19886494,-0.30668297
-1.1544627,-1.2276525,-1.5487809
0.88807356,0.3563931,-0.2944327
-1.1411238,-1.1806755,-1.6479614
0.7901402,0.3000502,-0.26989776
-1.0356704,-1.1261955,-1.4318191
0.20840156,-0.099716425,-0.39330956
0.22075196,-0.09271796,-0.38091618
-0.3856985,-0.5696336,-0.7545438
-1.1114838,-1.1860664,-1.5158464
-1.9381471,-1.8821404,-2.3965383
0.18174675,-0.11751078,-0.40326574
-2.2225196,-2.1699376,-2.5887372
0.8141833,0.31468642,-0.268462
-2.2217803,-2.1515806,-2.6244533
-1.2300093,-1.2703254,-1.6799101
0.46375212,0.07603219,-0.3307367
-2.208728,-2.1449046,-2.6006753
-2.0331504,-2.0051303,-2.39646
-0.24048361,-0.43728954,-0.6226902
0.48581284,0.089888126,-0.32338294
-0.005561497,-0.24510807,-0.5256131
0.83058447,0.32811522,-0.2654648
-0.11281197,-0.3183468,-0.60952854
-1.073354,-1.1677089,-1.443829
-1.4418508,-1.4772656,-1.839882
-1.1627989,-1.2486882,-1.5306302
-0.5592838,-0.66479784,-1.1337461
-0.46832445,-0.60364854,-0.9924151
-1.0071728,-1.1208379,-1.3607408
0.32174194,-0.01887329,-0.37171617
-0.509333,-0.6568568,-0.9155768
0.18489474,-0.11665435,-0.3807579
-1.2962657,-1.3503704,-1.6959915
-1.86571,-1.8345442,-2.297724
-0.7103277,-0.84923226,-1.0852219
0.1555744,-0.13628113,-0.39591205
-1.0357618,-1.1382203,-1.3998786
-1.5814645,-1.605928,-1.9603608
-1.211842,-1.2655146,-1.6311334
0.5511184,0.13495106,-0.32167244
0.62969667,0.18789679,-0.30624467
-1.6202579,-1.6449802,-1.9835234
-0.94375056,-1.047581,-1.3290598
0.4981498,0.09972885,-0.33544773
-1.2734927,-1.3484037,-1.6338012
-1.2829618,-1.3323781,-1.6947589
-1.9919866,-1.961648,-2.3759089
-1.2671974,-1.3003294,-1.7154043
0.6187051,0.1801298,-0.30304703
0.40802962,0.03639412,-0.34349996
-1.9424722,-1.9233041,-2.317099
-0.585486,-0.72156614,-0.9950557
-1.1501973,-1.2112749,-1.5768342
-0.391124,-0.521436,-0.9301458
0.4105192,0.03769204,-0.3429756
-1.998659,-1.9722185,-2.370636
-1.1906294,-1.229836,-1.6517413
-2.6711404,-2.5458431,-3.0683894
-1.6849916,-1.6634369,-2.1422973
-1.4456826,-1.4855142,-1.833154
-0.84281677,-0.93646,-1.2832804
-1.1766422,-1.2253628,-1.6228979
-1.30489,-1.3470993,-1.7322133
-0.71352774,-0.81108093,-1.2184951
-0.0111803,-0.2505111,-0.4997979
-0.5393479,-0.68228745,-0.95906293
0.98225456,0.4286195,-0.23587461
-0.94136953,-1.016788,-1.4211681
0.9970299,0.44043213,-0.24358311
0.76255757,0.27816436,-0.2759885
-0.9053736,-0.9765694,-1.413918
-0.23871565,-0.41782215,-0.6507789
-1.9219058,-1.8986659,-2.3098912
0.35934463,0.0037846267,-0.3838346
-1.3535577,-1.3899589,-1.7722003
-1.2439741,-1.3102667,-1.6265314
-2.1306431,-2.090417,-2.498244
0.66177666,0.21120757,-0.30497062
0.056517098,-0.20543924,-0.45985436
-1.0959446,-1.1607006,-1.5280604
-1.9333963,-1.9198468,-2.2999952
-1.140373,-1.2147968,-1.5323951
0.6513546,0.2033206,-0.29934564
0.04831406,-0.21010332,-0.449195
-1.1251777,-1.1942792,-1.5384614
-0.71959627,-0.84053934,-1.136354
-0.20537244,-0.3987248,-0.6174915
1.3673198,0.692679,-0.1683117
-0.7638951,-0.856066,-1.2606077
-0.5324702,-0.6657231,-0.9573527
-1.8388717,-1.840713,-2.1918602
0.37690517,0.008455515,-0.40478414
-2.0745876,-2.0293648,-2.469383
-0.112288564,-0.32481563,-0.60708594
0.9996139,0.43817496,-0.25081962
-1.0230787,-1.1061285,-1.4381557
0.29680702,-0.04081732,-0.3707783
-0.8043105,-0.8991173,-1.2644627
0.59649354,0.16510275,-0.30632058
-1.2210479,-1.2840769,-1.6201284
1.1619043,0.5518678,-0.2042128
-0.6569535,-0.7834004,-1.073162
0.6666026,0.21202317,-0.29401737
0.60662717,0.17065707,-0.3062668
-0.09928474,-0.3138302,-0.5344558
-1.1821716,-1.2419698,-1.5905062
0.075840905,-0.18994161,-0.43129623
0.21073015,-0.09837586,-0.3950889
-1.9245074,-1.902425,-2.306651
-0.69235396,-0.81013125,-1.1119889
-0.4939052,-0.64203095,-0.91400987
0.68110967,0.22044672,-0.2862663
0.46000016,0.06970318,-0.33755574
0.50356597,0.09937431,-0.32254156
0.36463946,0.004523948,-0.3486222
-0.6565352,-0.76790017,-1.145044
0.4812069,0.085225895,-0.33008882
-0.5939958,-0.7372648,-0.99235547
0.7139632,0.2428989,-0.2854684
-2.2398498,-2.1650922,-2.6512465
-0.10309343,-0.3171898,-0.72004807
-0.52507854,-0.6351613,-1.0819503
-0.7386655,-0.85305375,-1.1611581
-0.7073786,-0.81910205,-1.1456991
-1.3581144,-1.4062766,-1.7458072
-1.3238531,-1.348388,-1.7832255
-0.8858051,-0.970355,-1.3333567
0.30147183,-0.038600624,-0.37048575
0.39954925,0.027481154,-0.3386773
-2.7999725,-2.6533685,-3.2022407
0.45035553,0.06297003,-0.33354747
-0.96084327,-1.0202001,-1.4708276
-0.8132894,-0.9249003,-1.2101469
0.6763318,0.21495672,-0.28923124
0.12339617,-0.16132128,-0.43601283
0.3939824,0.025014117,-0.3473685
-0.7180321,-0.81496084,-1.2239163
-0.7319886,-0.8577697,-1.1355221
0.7760427,0.28448993,-0.26897347
-0.4257028,-0.5736137,-0.8958419
-0.56093884,-0.693554,-0.9932228
-0.81862193,-0.88733435,-1.3647286
